State,Year,Property_Burglary_Rates,Property_Larceny_Rates,Property_Motor_Rates,Violent_Assault_Rates,Violent_Murder_Rates,Violent_Rape_Rates,Violent_Robbery_Rates
Wyoming,1989,631.8,2861.7,137.3,208.6,4.4,28.2,17.1
Wyoming,1990,631,3129.3,149,251.1,4.9,29.5,15.9
Wyoming,1991,692.2,3232,154.6,263.9,3.3,25.9,17.2
Wyoming,1992,671,3434.1,150.4,262.9,3.6,35,18
Wyoming,1993,643.2,3078.7,154.9,231.3,3.4,34.3,17.2
Wyoming,1994,650.6,3204.6,162,218.9,3.4,33.6,16.6
Wyoming,1995,612.1,3286.3,167.7,199.8,2.1,34.4,17.9
Wyoming,1996,662,3203.3,139.1,196.9,3.3,29.1,20.4
Wyoming,1997,624.6,3166.3,134.8,205.4,3.5,28.5,17.7
Wyoming,1998,560.5,2860.5,139.1,199,4.8,27.7,16.2
Wyoming,1999,489.8,2611.1,124.3,186.2,2.3,28.6,15.4
Wyoming,2000,420.8,2494.6,116,217.5,2.4,32.4,14.2
Wyoming,2001,502.5,2621.3,141,207.8,1.8,31,17
Wyoming,2002,490.7,2666.8,148.9,222.1,3,29.7,18.6
Wyoming,2003,520,2636.7,158.9,215.1,2.8,27.1,16.7
Wyoming,2004,541.2,2639.3,157.9,192.3,2.2,22.1,13.2
Wyoming,2005,476.8,2536,145,188.3,2.8,24,15.3
Wyoming,2006,450.9,2379.6,156.1,208,2.5,29.3,14
Wyoming,2007,452.3,2271.3,155.5,204.1,4,32.9,16.1
Wyoming,2008,412.6,2174.7,137.6,196.4,2.3,34.7,16.3
Wyoming,2009,399.8,2078,139.1,171.8,2,31.6,14.3
Wyoming,2010,381,1970.8,104.9,154.1,1.4,28.7,13.6
Wyoming,2011,328.5,1849.5,91.8,178,3.2,25.7,12.5
Wyoming,2012,368.7,1823.9,101.3,161.7,2.4,26.7,10.6
Wyoming,2013,335.5,1763.6,99.2,157.2,2.9,32.1,12.9
Wyoming,2014,289.1,1572.4,103.2,153.9,2.7,29.8,9.1
Wyoming,2015,300.6,1500.9,101,179.8,2.7,29.5,10.1
Wyoming,2016,302.5,1518.2,136.6,195.7,3.4,35,10.1
Wyoming,2017,275,1421,134.5,176.4,2.6,45.4,13.1
Wyoming,2018,264,1375.9,145.2,150.6,2.3,42.1,17.3
Wyoming,2019,241.2,1206.7,123.2,147.6,2.2,56,11.6
