State,Year,Property_Burglary_Rates,Property_Larceny_Rates,Property_Motor_Rates,Violent_Assault_Rates,Violent_Murder_Rates,Violent_Rape_Rates,Violent_Robbery_Rates
Maine,1979,1147.9,2719.1,237.9,155.9,2.8,11.9,31.8
Maine,1980,1182.8,2772.3,219.1,146.8,2.8,12.9,30.8
Maine,1981,1243.9,2610,193.8,147.1,3.2,12.8,32.5
Maine,1982,1047,2459.2,190.6,117,2.1,13.4,30.5
Maine,1983,996.1,2357.9,167.5,113.5,2.1,16.8,27.1
Maine,1984,888.1,2319.3,161.4,117,1.7,13.4,26.4
Maine,1985,911.3,2427.8,165.1,126.4,2.4,14.3,24.4
Maine,1986,803.5,2346.5,164.2,102.3,2,14.8,27.9
Maine,1987,770.7,2436.1,173.4,108.3,2.5,15.7,25.6
Maine,1988,816.9,2398.7,204.7,110,3.1,18.6,25.8
Maine,1989,802.8,2460.5,183.2,91.2,3.2,18.7,24
Maine,1990,823,2554.9,176.6,96,2.4,19.7,25.1
Maine,1991,902.5,2569.8,163.3,86.3,1.2,21.9,22.7
Maine,1992,822.3,2426.4,144,82,1.7,23.8,23.3
Maine,1993,719,2174.7,134.4,76.3,1.6,26.6,21.3
Maine,1994,720.8,2278.8,143.2,79.6,2.3,25.6,22.4
Maine,1995,726.4,2292,134.8,81.1,2,21.4,26.9
Maine,1996,748.4,2377.9,142.9,78.5,2,20.9,23.5
Maine,1997,663.5,2215.2,132.2,77.6,2,20.5,20.7
Maine,1998,666.8,2126.8,121.3,84.6,2.1,18.1,21.1
Maine,1999,601.1,2026.4,135.2,71.6,2,19.1,19.4
Maine,2000,531.4,1875.1,103.7,63.9,1.2,25.1,19.4
Maine,2001,537,1914,130.1,64.3,1.5,25.4,20.6
Maine,2002,537.9,1899.1,110.4,56.8,1.1,29.1,20.9
Maine,2003,502.5,1836.5,111.2,58.3,1.2,27,22.1
Maine,2004,482.2,1832.4,99.1,56.4,1.4,24,22
Maine,2005,479.7,1837,102,61.8,1.4,24.7,24.5
Maine,2006,518,1926.9,101.9,59.5,1.7,25.8,29
Maine,2007,512.1,1839.3,96.9,61,1.5,29.8,26.5
Maine,2008,498.2,1875.9,89.6,63,2.4,28.8,25.3
Maine,2009,510.4,1817.1,77.5,59.2,2,28.4,30.3
Maine,2010,554.8,1849.3,74.5,60,1.8,29.3,31
Maine,2011,592,1873.2,81.1,63.8,2,29.7,27.9
Maine,2012,561.3,1873.7,74.9,61,1.9,28,31.8
Maine,2013,488.1,1735.3,68.8,68.7,1.8,33.7,25.2
Maine,2014,378.2,1548.2,60.1,66.9,1.6,36.5,22.9
Maine,2015,352.4,1416.4,61.2,69.3,1.7,35.7,23.4
Maine,2016,300.6,1286.8,58.2,71.3,1.5,30.9,20
Maine,2017,249.6,1198.1,59.4,65.3,1.7,35.4,18.6
Maine,2018,202.7,1097.1,58.1,60,1.8,33.3,17
Maine,2019,174.8,1016.7,54,61.3,1.5,38.4,14
Maryland,1960,366.4,968.3,184.1,101.3,5.4,7.2,37.3
Maryland,1961,387.3,1049.6,197.5,101.1,4.5,8.2,41.7
Maryland,1962,403.8,1137.5,195.1,97.6,5.7,8.7,42
Maryland,1963,485.5,1258.3,237.6,92.6,6.3,9.4,52.3
Maryland,1964,545.9,1354.1,270,140.7,6.7,10.1,59.5
Maryland,1965,638.6,1529.7,306,181.5,6.7,13.9,82.9
Maryland,1966,754.3,1668.1,430.2,164.9,7,15.3,123.7
Maryland,1967,1014.8,1932.3,489.1,234.5,8,19.6,212.1
Maryland,1968,1301.2,2050.6,605,312,9.3,26,275.6
Maryland,1969,1114.7,2220.7,592.6,311.7,9.3,29.9,294.4
Maryland,1970,1051.2,2417.3,547.6,253.3,9.2,23.9,338.6
Maryland,1971,1122.5,2528.5,526.8,259.9,11.2,24.9,325.4
Maryland,1972,1111.7,2331.6,534.2,288.6,12.5,26,324.1
Maryland,1973,1144.6,2457.9,547.8,300.4,11.3,27.8,301.6
Maryland,1974,1402.9,2944.8,583.3,316.9,11.7,29.8,360.6
Maryland,1975,1413.2,3267.6,516.9,323.4,10.7,31.5,344.2
Maryland,1976,1359.9,3242.2,428.9,297.4,8.5,32,295.5
Maryland,1977,1400,3177.7,428.5,358.9,8,34.8,292.1
Maryland,1978,1421.8,3235,424.8,378.6,8.2,35.6,309.6
Maryland,1979,1509.5,3502,487.6,415.2,9.8,39.4,331.2
Maryland,1980,1698,3629.2,450.5,410.1,9.5,40.1,392.7
Maryland,1981,1660.2,3576.7,433.7,414,9.9,38.8,424.4
Maryland,1982,1419.6,3350.6,392.1,441.9,10.1,37.4,360.5
Maryland,1983,1224.4,2961,364.5,418.4,8.5,32.8,347.4
Maryland,1984,1183.8,2841.3,397.2,445.3,8.1,37.7,301.1
Maryland,1985,1206.6,2870.6,461,485.8,7.9,38.7,302.2
Maryland,1986,1245.6,2977.9,545.2,476.4,9,43.6,304
Maryland,1987,1162.5,2965.5,581.8,428.3,9.6,39.6,290.3
Maryland,1988,1178.6,3047.1,672.1,458.7,9.7,37.1,301.3
Maryland,1989,1123.5,2919.5,664.2,473.7,11.6,38,332.1
Maryland,1990,1119.9,3082.9,708.7,497.9,11.5,45.7,363.8
Maryland,1991,1157.6,3364.7,730.8,491.5,11.7,45.9,407.1
Maryland,1992,1131.2,3366.8,726.4,512.6,12.1,46.4,429
Maryland,1993,1132.8,3292.5,683.4,506.4,12.7,44,434.7
Maryland,1994,1043.4,3368.1,763,493.3,11.6,40.7,402.5
Maryland,1995,1057.5,3532.8,717.6,509.7,11.8,42.2,423.1
Maryland,1996,992.3,3427,711.4,488.8,11.6,37.6,393.2
Maryland,1997,940.7,3263.8,602,464.4,9.9,35.6,336.8
Maryland,1998,922.9,3096.8,549.4,454.5,10,33.4,298.7
Maryland,1999,835.9,2848.2,492,440.8,9,30,263.7
Maryland,2000,744.4,2745.7,539.5,493.3,8.1,29.1,256
Maryland,2001,771.5,2709.5,594.6,495.1,8.3,26.9,251.1
Maryland,2002,729.6,2629.5,624.2,490.1,9.4,25.1,246.2
Maryland,2003,701,2437.7,660.4,428,9.5,24.6,241.3
Maryland,2004,660,2335.6,645.2,437.9,9.4,23.7,229.7
Maryland,2005,642.7,2299,610,414.6,9.9,22.6,257.2
Maryland,2006,667,2270.4,543.5,392,9.7,21,256
Maryland,2007,660.2,2265.9,505.4,375.1,9.9,21,236
Maryland,2008,689.6,2378.3,449.7,365.1,8.8,20,234.4
Maryland,2009,647.5,2206.7,344.2,351.3,7.7,20.3,210.7
Maryland,2010,634.4,2049.5,311.6,326.7,7.4,21.2,191.1
Maryland,2011,613.5,1968.5,275.2,289,6.8,20.5,177.1
Maryland,2012,573.2,1924.9,255.3,277.2,6.3,21,172.3
Maryland,2013,538.9,1898.3,226.3,272,6.4,25.8,169.5
Maryland,2014,468.7,1819.6,219.2,253.2,6.1,27.1,159.7
Maryland,2015,427.5,1668.5,218.9,256.7,8.6,27.7,164.2
Maryland,2016,410.4,1677.4,196.7,263.8,8,29.2,171
Maryland,2017,388.4,1609.7,224.2,278.2,9,27.9,185.1
Maryland,2018,312.6,1519.8,200.9,267,8.1,32.8,160.8
Maryland,2019,278.9,1485,186.2,261.3,9,31.6,152.2
Massachusetts,1960,309.2,650.1,211.1,22.1,1.4,4.8,20.4
Massachusetts,1961,376.1,762,271.6,25.7,1.5,5.6,20.4
Massachusetts,1962,410.4,853.5,303.6,29.5,1.8,5,25.8
Massachusetts,1963,443.1,850.6,366,32.7,1.9,4.5,27
Massachusetts,1964,529.7,920.4,452.1,46.8,2,6,30.6
Massachusetts,1965,554.5,934.9,533.5,50.7,2.4,5.4,40
Massachusetts,1966,619.1,989.1,551.8,60.5,2.4,6.4,46
Massachusetts,1967,675.5,1011.6,667.4,65.2,2.8,7.6,52
Massachusetts,1968,868.3,1229,806.6,76.7,3.5,9.5,74.3
Massachusetts,1969,1032.6,1399.3,858.8,82.9,3.5,10.8,90.6
Massachusetts,1970,1134.1,1531.2,878.1,87.9,3.5,12,99.5
Massachusetts,1971,1339.8,1756.9,984.9,109.6,3.8,12.4,140.1
Massachusetts,1972,1242.3,1597.1,972.4,125.2,3.7,13.5,152.8
Massachusetts,1973,1330.3,1729.2,1109.6,149.3,4.4,16.3,182
Massachusetts,1974,1549.8,2078.8,1365.6,156.3,4.4,15.6,212.4
Massachusetts,1975,1712.5,2351.7,1571.1,192.2,4.2,19.2,227
Massachusetts,1976,1662.1,2446.8,1312.7,198,3.3,17.7,180.2
Massachusetts,1977,1532.2,2311.3,1140.1,231.6,3.1,20.8,169.9
Massachusetts,1978,1515.1,2277.8,1095.6,263.3,3.7,22.6,172.3
Massachusetts,1979,1604.6,2637.1,1144.9,299.6,3.7,24.8,203.2
Massachusetts,1980,1740.4,2685.8,1051.6,334.4,4.1,27.3,235.5
Massachusetts,1981,1647.8,2559.6,999.3,326.7,3.6,27.4,270.9
Massachusetts,1982,1422.1,2541.7,968.6,328.5,3.8,25.3,213.8
Massachusetts,1983,1253.5,2321.5,858.9,338.9,3.5,25.9,208.5
Massachusetts,1984,1099.6,2125.1,840,317.4,3.6,28.1,174.6
Massachusetts,1985,1120.4,2234.4,864.8,316.5,3.5,29.8,188.5
Massachusetts,1986,1070.9,2189.1,906.5,330.9,3.6,29.7,192.7
Massachusetts,1987,1059.9,2185.1,924.2,352.5,3,31.9,177.3
Massachusetts,1988,1061.3,2417.5,892.5,407.8,3.5,32,176.3
Massachusetts,1989,1065.5,2484.8,910.7,436.3,4.3,31.8,202.6
Massachusetts,1990,1112.7,2525.3,923.6,481.4,4,33.7,217.1
Massachusetts,1991,1167.1,2500.5,918.7,505.2,4.2,32.1,194.6
Massachusetts,1992,1072.3,2361,790.5,555,3.6,36.1,184.4
Massachusetts,1993,1001.7,2271.3,816.1,592,3.9,33.4,175.7
Massachusetts,1994,881,2151.3,701,505.7,3.5,30.2,168.2
Massachusetts,1995,817.7,2232.2,604.5,504.2,3.6,29,150.4
Massachusetts,1996,704.1,1962.6,528.2,482.9,2.6,29,127.7
Massachusetts,1997,661.8,1887.8,481.4,506.2,1.9,26.9,109.1
Massachusetts,1998,607.3,1777.7,429.5,495.2,2,27.4,96.6
Massachusetts,1999,533.8,1762.6,415,426,2,26.9,96
Massachusetts,2000,482,1660.5,407.6,355.9,2,26.7,91.6
Massachusetts,2001,506.6,1668.8,434.7,345.4,2.2,29,101.2
Massachusetts,2002,517.7,1680.6,414,342.9,2.7,27.7,111.6
Massachusetts,2003,544.6,1620.9,397.3,317.4,2.2,28.8,124.8
Massachusetts,2004,538.4,1585.7,344.1,312.8,2.7,28,116.8
Massachusetts,2005,539.8,1524,294,309,2.8,27.2,121.8
Massachusetts,2006,547.5,1564.7,279.2,344.5,2.9,27.5,125.5
Massachusetts,2007,554.5,1611.3,233.4,304.4,2.9,25.5,108.9
Massachusetts,2008,557.9,1645.3,196.3,325.4,2.6,26.9,108.9
Massachusetts,2009,523.5,1619.7,179.9,320.4,2.6,26.3,113.2
Massachusetts,2010,578.2,1603.6,175,333.2,3.3,27.2,105.2
Massachusetts,2011,551,1538.4,163.2,297,2.8,25,102.4
Massachusetts,2012,519.7,1494.4,138.9,280.4,1.8,24.7,98.6
Massachusetts,2013,459.2,1455.7,136.3,270.5,2,40.6,100.2
Massachusetts,2014,370.1,1364.5,122.5,267.6,2,32.3,89.5
Massachusetts,2015,322.2,1249.7,118.8,280.7,1.9,30.5,77.8
Massachusetts,2016,281.8,1161,118.3,265,2,31.2,78.8
Massachusetts,2017,249.1,1078,109.9,252.5,2.5,32,71
Massachusetts,2018,200.8,966.8,95.7,241.2,2,34.9,60
Massachusetts,2019,179,911.8,89,241,2.2,32,52.4
Michigan,1960,725.1,1536.9,179.5,105,4.5,14.5,93.7
Michigan,1961,724.8,1583.7,176.3,108.6,4.1,13.7,81
Michigan,1962,721.3,1633.1,199.4,112.5,3.4,14.2,96.5
Michigan,1963,725.5,1797.2,225.8,105.7,3.5,15,103.4
Michigan,1964,789.8,1875.9,262.3,124.9,3.5,19.8,113.1
Michigan,1965,867.5,1830.3,323.6,137,4.6,24,132.1
Michigan,1966,984,2038.7,353.5,143.8,5,28.2,155.1
Michigan,1967,1160.6,2123.5,389,167.3,6.5,26.6,188.6
Michigan,1968,1163.2,2150.5,430.2,178.2,7.7,31.3,209.6
Michigan,1969,1315.5,2485,501.2,196.3,8.8,32.3,265.1
Michigan,1970,1570.7,2897.1,464,192.7,9.4,27.1,346.6
Michigan,1971,1686.7,2956,497.9,207.3,10.5,26.7,330.1
Michigan,1972,1582.3,2752,473.9,225.6,11,29.3,289.3
Michigan,1973,1584.6,2771.3,548.3,255.2,12.1,35.1,282.7
Michigan,1974,1903.9,3331.6,624.7,272,13,37.1,337.2
Michigan,1975,1891.8,3572.9,649.9,282.7,11.9,38.1,353.1
Michigan,1976,1668.5,3550.6,613.1,266.1,11.1,36.1,332.6
Michigan,1977,1522.7,3159,545.5,274.6,9.3,38.9,261.9
Michigan,1978,1444.3,3046.7,525.9,307.7,10.6,39.6,219.3
Michigan,1979,1507.5,3423.2,602.1,341.1,9.1,44.5,219.6
Michigan,1980,1741.3,3710.2,584.9,338.6,10.2,46.6,244
Michigan,1981,1862.1,3714.9,635.2,327.6,9.4,47.5,257.5
Michigan,1982,1813.1,3623.1,691.7,329.7,9.1,46.6,271.1
Michigan,1983,1691.9,3331.3,737.6,365.3,10,56.1,285.3
Michigan,1984,1644.2,3285.9,865.9,378.9,9.7,64.8,306.7
Michigan,1985,1527.2,3277.1,827.8,362.9,11.2,67.6,292.4
Michigan,1986,1509.5,3377.7,800.4,423.9,11.3,67.4,301.3
Michigan,1987,1452.2,3472.5,752,424.2,12.2,67.2,276.5
Michigan,1988,1314.6,3287,741.1,420.3,10.8,69.5,241.1
Michigan,1989,1224.8,3311.7,722.6,404.7,10.7,71.4,222.3
Michigan,1990,1143.3,3347.4,713.7,468.4,10.4,77.6,234
Michigan,1991,1186.2,3469.1,679.7,470.3,10.8,78.7,243.3
Michigan,1992,1041.2,3173.5,625.8,458.6,9.9,80,221.5
Michigan,1993,982.7,3063.2,615,472.1,9.8,71.1,238.5
Michigan,1994,967.2,3055.7,656.1,456.7,9.8,70.8,228.9
Michigan,1995,909.7,2939.7,645.5,430.1,8.5,62,187.3
Michigan,1996,895.4,2886.3,700.5,394.6,7.5,57,176.2
Michigan,1997,825.9,2832.6,668.4,377.5,7.8,51.9,152.8
Michigan,1998,837.8,2630,594.3,407.3,7.3,50.4,155.8
Michigan,1999,778,2396.2,575.8,375.7,7,49.2,143
Michigan,2000,702.2,2291.9,560.7,359.7,6.7,50.6,138
Michigan,2001,719.9,2265.7,535.7,365.3,6.7,52.6,129.3
Michigan,2002,706.6,2134.4,495.1,362.6,6.8,53.4,118
Michigan,2003,677.6,2068.3,532.7,339.3,6.1,54.3,111.6
Michigan,2004,635.7,1929.8,500.6,319.4,6.4,54.3,112.2
Michigan,2005,698.2,1922,478,363.9,6.2,51.5,132.1
Michigan,2006,755.9,1973,496.2,363.4,7.1,53,140.9
Michigan,2007,747.4,1899.2,416.9,349,6.6,45.6,132.7
Michigan,2008,747.6,1844.9,357.4,331.9,5.5,45.1,132.4
Michigan,2009,762.8,1791.7,294.3,323.5,6.2,45.4,124.6
Michigan,2010,752.7,1718.6,277.5,322.5,5.9,47.9,116.7
Michigan,2011,706.3,1586.2,252.2,288.6,6.2,44,103.9
Michigan,2012,664.4,1612,254.1,295.5,7,46.4,105.6
Michigan,2013,569.4,1510,248.3,274.8,6.4,66.6,102.1
Michigan,2014,445.9,1384.5,213.5,277.7,5.4,63.3,80.9
Michigan,2015,403.5,1323.2,158.9,266.2,5.8,65,78.6
Michigan,2016,398.5,1308.1,203.2,309.5,6,71.8,71.7
Michigan,2017,357.8,1245.7,196.5,308.5,5.7,70.6,65.1
Michigan,2018,316.6,1162.3,174.6,310.3,5.5,76.9,56.6
Michigan,2019,286.1,1121.3,177.7,305.9,5.6,72.4,53.6
Minnesota,1960,370.4,916.9,136.7,10.6,1.2,2.4,27.8
Minnesota,1961,381.1,892.5,134.6,12.3,1,2.7,27.4
Minnesota,1962,383.1,972.1,143.7,14.1,0.9,3.6,29.6
Minnesota,1963,404.6,1087.9,147.8,19,1.2,2.6,33.9
Minnesota,1964,534.9,1209.3,181.3,31.5,1.4,4.5,36.5
Minnesota,1965,530.5,1192.8,201.6,39.5,1.4,5.2,40.3
Minnesota,1966,579.2,1305.5,246.3,44.4,2.2,7.3,49.4
Minnesota,1967,704.4,1464.4,292.4,54.7,1.6,8.6,67.1
Minnesota,1968,801.8,1670.2,351.1,45.9,2.2,10.9,81.2
Minnesota,1969,779.4,1771,384.3,47.1,1.9,11.5,81.5
Minnesota,1970,801.7,1901.5,345.7,51.2,2,9.7,89.1
Minnesota,1971,881.7,2157.7,343.1,62.9,2.4,12.1,77
Minnesota,1972,927.2,1915.1,337.3,72.9,2.4,14.7,84.4
Minnesota,1973,1016.4,2004.7,336.7,71.5,2.7,14.9,88.7
Minnesota,1974,1121.8,2228.2,373.7,82.5,3,17.7,104.1
Minnesota,1975,1193.1,2516.1,382.5,81.4,3.3,18.6,103.6
Minnesota,1976,1122.1,2672.8,347.1,87.9,2.3,18.3,80.4
Minnesota,1977,1134.7,2559.3,343.1,85.8,2.7,19.5,85.9
Minnesota,1978,1093.7,2536.1,324.7,82.6,2,19.9,85.1
Minnesota,1979,1112.9,2729.7,329.2,104.8,2.3,21.5,92.5
Minnesota,1980,1246,3029.9,295.9,102.9,2.6,23.2,99.1
Minnesota,1981,1277.6,2978.8,251.8,96.3,2.1,25.8,104.3
Minnesota,1982,1182.1,2815.8,237.6,92.9,2.3,22.7,101.3
Minnesota,1983,1075.6,2558.7,209,87.2,1.7,22.4,79.6
Minnesota,1984,990.9,2432.5,206.6,113.3,1.8,25.3,71.1
Minnesota,1985,1017.5,2598.5,261.9,138.9,2.1,29.6,85.8
Minnesota,1986,1004.2,2785.3,288.1,148.3,2.5,31.8,102
Minnesota,1987,1068.9,2960.1,301.4,146.3,2.6,33.9,102.5
Minnesota,1988,909.6,2775.8,339.3,161.4,2.9,31,94.7
Minnesota,1989,896.9,2818.1,379.9,159.6,2.5,31.3,94.8
Minnesota,1990,907.2,2959.9,365.6,176.7,2.7,34,92.7
Minnesota,1991,853.6,2963.2,363.4,175.3,3,39.8,98
Minnesota,1992,889.7,3007.8,355.2,184.1,3.3,41.1,109.5
Minnesota,1993,844.5,2872,342.6,175.8,3.4,61.9,112.7
Minnesota,1994,791.7,2875.9,314.3,178.6,3.2,59.7,117.6
Minnesota,1995,797.3,3002.5,341.5,172.2,3.9,56.2,123.7
Minnesota,1996,762.5,2977.1,384.8,169.7,3.6,50,115.6
Minnesota,1997,752.6,2942.2,381.3,168.1,2.8,52.2,114.7
Minnesota,1998,687.5,2723.6,325.2,165.2,2.6,49.9,92.5
Minnesota,1999,580.2,2465.4,278,146.5,2.8,42.7,82
Minnesota,2000,530.9,2403.7,273,156.7,3.1,45.5,75.5
Minnesota,2001,511.5,2498.1,301.6,141.1,2.4,44.9,75.4
Minnesota,2002,557.9,2430.9,275.5,141.4,2.2,45.2,78.4
Minnesota,2003,546.9,2294.9,271.5,142,2.5,41.3,77.1
Minnesota,2004,550.3,2226.1,265.2,146.1,2.2,41.7,79.9
Minnesota,2005,579.6,2230,279,158.9,2.2,44,92.1
Minnesota,2006,586.5,2239,257,170.9,2.4,31.8,105.3
Minnesota,2007,571.7,2229.7,243.3,159.6,2.2,36,91.8
Minnesota,2008,508.7,2160.1,195.3,148.6,2.1,34.6,80.1
Minnesota,2009,485.7,1996.9,162.3,140.4,1.4,34,68.7
Minnesota,2010,459.7,1947.6,161.7,136.2,1.8,33.9,63.8
Minnesota,2011,480.3,1914.1,152.4,126.2,1.4,39.5,63.3
Minnesota,2012,471.8,1939.3,157.2,134,1.8,30.5,64.6
Minnesota,2013,419,1854.4,147,127.5,2.1,37,67.8
Minnesota,2014,380.7,1763.5,153.3,123.3,1.6,36.7,67.6
Minnesota,2015,351.6,1725.2,145.4,129.2,2.4,42.3,68.7
Minnesota,2016,337.1,1638.1,158.1,130.7,1.8,42.5,67.5
Minnesota,2017,336.9,1675.7,178.9,128.6,2,42.8,64.9
Minnesota,2018,288.4,1524.8,180.5,122.2,1.9,43.9,52.5
Minnesota,2019,282.4,1597.5,198.9,135.1,2.1,43.4,55.8
Mississippi,1960,204.7,349.1,48.3,72.6,10,5.1,14.9
Mississippi,1961,212.3,357.9,59.2,70.9,10.3,5.8,15.6
Mississippi,1962,227.5,377.3,54.9,73,7.3,4.3,8
Mississippi,1963,186,338,49.2,57.9,7.2,4.3,8.3
Mississippi,1964,266.1,447.7,54.9,137.9,10.1,9.4,20.6
Mississippi,1965,285.5,444.2,77.3,139.9,8.9,6.9,14.4
Mississippi,1966,238.4,448.6,59.6,119.6,9.7,8,13.3
Mississippi,1967,257.8,471.9,56.7,89,8.7,5.5,10.6
Mississippi,1968,313.7,556.4,72,114.3,9.9,7.6,13.2
Mississippi,1969,316.5,563.3,72.9,110.1,8.1,9.1,14.6
Mississippi,1970,351.2,693.6,78.4,139.8,11.5,8.9,19
Mississippi,1971,444.7,780,99.4,212,14.7,13.7,35.9
Mississippi,1972,540,832,120.5,240,15.4,17.5,39.9
Mississippi,1973,593.8,879.7,113.8,259.1,16.1,17.1,46.8
Mississippi,1974,755.7,1034.5,124.1,256.5,12.9,17.4,48
Mississippi,1975,784.2,1181.3,129.3,230.9,13.9,16.5,54.6
Mississippi,1976,811.3,1239.4,122.2,202.5,12.5,16.3,64.1
Mississippi,1977,915.6,1239.9,144.4,189.1,14.3,19.6,65.7
Mississippi,1978,846.3,1235.6,151.8,216.6,12.6,21.8,70.2
Mississippi,1979,973.7,1496.5,166.8,218.6,12.6,21.7,70.7
Mississippi,1980,1179.1,1717.8,178.4,221.7,14.5,24.6,81
Mississippi,1981,1170.5,1880.9,181.3,184.6,12.6,26,81.4
Mississippi,1982,1183.8,1940.6,153.6,181.1,14,26.5,73
Mississippi,1983,1023.5,1762,142.1,181.6,11.2,23.8,63.8
Mississippi,1984,980.1,1653.3,144.5,184.3,9.7,27.5,60.5
Mississippi,1985,1021.9,1817,156,171.1,10.6,26.7,62.6
Mississippi,1986,1075.9,1845,150.1,172.4,11.2,25.8,64.6
Mississippi,1987,1201.4,1807,160.5,173.3,10.2,29.2,57
Mississippi,1988,1281,1820.3,166.4,203.3,8.6,36.2,77.2
Mississippi,1989,1145.3,1879.7,179.2,184.4,9.7,38.8,78.3
Mississippi,1990,1251.2,2070,207.6,198,12.2,44.1,86.2
Mississippi,1991,1331.9,2213.5,286.3,213.7,12.8,46.3,116.3
Mississippi,1992,1282.8,2251.4,336.5,230.4,12.2,44.6,124.5
Mississippi,1993,1285.8,2363.5,335.1,238.4,13.5,42.6,139.3
Mississippi,1994,1292.4,2646,405,270.5,15.3,45.4,162.5
Mississippi,1995,1131.1,2520.1,360.5,319.9,12.9,39.1,130.9
Mississippi,1996,1132.4,2551.5,350.8,306.8,11.1,36.1,134.2
Mississippi,1997,1187.4,2632.3,341.6,279.9,13.1,39,137
Mississippi,1998,1144.5,2490,338.7,238.6,11.4,37.3,123.3
Mississippi,1999,1051.4,2380.9,488.8,188.2,7.7,41.8,111.6
Mississippi,2000,946.3,2452.2,245,221.1,9,35.8,95
Mississippi,2001,1042.8,2458.8,331.3,184.7,9.9,40.1,115.2
Mississippi,2002,1032.3,2458.1,332.2,178.3,9.2,39.3,117.1
Mississippi,2003,1025.6,2369.6,312.1,172.6,9.3,37.4,104.6
Mississippi,2004,953.6,2256,271.6,161.2,7.8,40,86.3
Mississippi,2005,923.7,2093,258,150.1,7.4,39.4,82.7
Mississippi,2006,931.7,1972.3,286.2,156.2,7.9,35.7,112
Mississippi,2007,932.7,1934.8,246.4,149.8,6.9,35.4,99.2
Mississippi,2008,868,1828.4,212.8,158.9,8,32.6,104.8
Mississippi,2009,1001.3,1772.7,184.2,145.6,6.6,33.6,100.6
Mississippi,2010,1025.3,1777.2,180.4,137.6,6.9,31.3,93.5
Mississippi,2011,1031.8,1819.6,164.8,148.4,7.8,29,83.8
Mississippi,2012,940.6,1725.6,144.8,149.4,7.4,27.5,76.5
Mississippi,2013,835.6,1742.3,146.7,156.5,6.5,31.1,80.5
Mississippi,2014,813.3,1956.9,150.9,153.4,8.6,35.3,81.2
Mississippi,2015,828.8,1863,141.8,150.3,8.7,40.2,76.7
Mississippi,2016,781.4,1842.1,144.7,149.6,8,42.7,80.2
Mississippi,2017,828.1,1750.6,155.2,171.5,8.2,36.6,69.4
Mississippi,2018,697.8,1561.2,144,157.2,5.7,18,53.4
Mississippi,2019,627,1555.7,193.1,184.6,11.2,25.1,57.1
Missouri,1960,595.2,1019.7,184.8,63.4,4.4,14.5,90.6
Missouri,1961,611.7,1106.2,167.9,64.6,5.1,13.2,83.1
Missouri,1962,603.7,1317.9,202.1,87.3,5.5,12.6,79.9
Missouri,1963,661.8,1464.2,240.3,93,5.2,13.7,87.5
Missouri,1964,749.6,1677.5,259.5,106.5,5.4,15,89.7
Missouri,1965,763,1651.7,262.1,117.4,6.7,18.1,93.3
Missouri,1966,782.2,1606.3,284.6,118.5,5.4,17.6,105.8
Missouri,1967,861.1,1630.7,355,122.1,7.3,17.1,130.5
Missouri,1968,976.6,1832.3,446.4,143.2,8.8,23.3,153.6
Missouri,1969,1118.8,2089.2,578.5,172.5,10.4,27.3,182.4
Missouri,1970,1137,2073.9,537.8,167,10.7,27.4,200.8
Missouri,1971,1167.1,1989.7,502.2,171.7,8.9,26.2,179.7
Missouri,1972,1100.6,1978.8,470.5,174,8.3,25.5,175.6
Missouri,1973,1234.8,2052.6,445.4,178.1,9,28.2,193.4
Missouri,1974,1471.3,2437.3,427.1,199,9.8,26.9,216.7
Missouri,1975,1512.6,2924.7,466.7,213.3,10.6,25.2,244.7
Missouri,1976,1403.2,2794.9,386.6,208.9,9.3,27.1,204.1
Missouri,1977,1318.3,2424.2,378.4,233.5,9.6,28.3,189
Missouri,1978,1345.2,2345.5,368.8,245.5,10.4,28,184
Missouri,1979,1446.7,2555.4,410.6,271.4,11.2,33.6,210.9
Missouri,1980,1668.9,2795.1,414.6,287.2,11.1,32.6,223.6
Missouri,1981,1583.1,2846.6,381.4,284.8,10.4,29.7,215.2
Missouri,1982,1391.3,2714.3,335.8,278,9.7,25.9,193
Missouri,1983,1217.2,2517.9,317.5,274.4,8.1,26.8,167.9
Missouri,1984,1115.5,2391.2,329.7,286.2,7.1,26.5,140.8
Missouri,1985,1098.7,2399.1,364.8,318.5,8.1,29.2,147.6
Missouri,1986,1136.1,2500.5,438.9,370,9.2,29.2,170.2
Missouri,1987,1111.3,2625.2,426.3,343.3,8.3,28.9,164.1
Missouri,1988,1140.4,2717.4,434.4,347.1,8,29.3,168.1
Missouri,1989,1135.8,2835.2,523.6,398.9,7.9,30.8,195
Missouri,1990,1065.8,2800.2,539.4,457.6,8.8,32.5,216.4
Missouri,1991,1253.3,2840.9,558.5,467.4,10.5,34,251.1
Missouri,1992,1100.1,2759.3,497.4,466.5,10.5,36.5,226.9
Missouri,1993,1025.5,2777.8,547.7,455.2,11.3,36.2,241.8
Missouri,1994,1053,2998.9,512.3,465.2,10.5,37,230.7
Missouri,1995,932.6,3050.9,473.3,418.8,8.8,32.1,204
Missouri,1996,894.2,3151.1,447.7,383.1,8.1,29.2,170.6
Missouri,1997,868.2,2878,490.9,385.2,7.9,28.2,156.1
Missouri,1998,872.5,2948.4,449.8,372.2,7.3,26.9,149.2
Missouri,1999,776.8,2881.1,420.3,336.6,6.6,26.3,130.7
Missouri,2000,745,2851.3,441.4,323.9,6.2,24.1,135.8
